,Date,tweet_content
1206,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1207,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1208,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1209,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1210,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1211,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1212,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1213,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1214,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1215,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1216,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1217,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1218,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1219,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1220,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1221,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1222,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1223,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1224,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1225,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1226,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1227,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1228,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1229,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1230,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1231,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1232,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1233,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1234,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1235,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1236,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1237,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1238,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1239,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1240,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1241,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1242,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1243,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1244,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1245,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1246,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1247,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1248,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1249,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1250,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1251,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1252,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1253,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1254,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1255,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1256,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1257,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1258,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1259,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1260,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1261,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1262,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1263,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1264,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1265,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1266,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1267,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1268,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1269,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1270,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1271,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1272,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1273,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1274,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1275,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1276,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1277,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1278,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1279,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1280,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1281,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1282,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1283,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1284,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1285,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1286,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1287,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1288,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1289,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1290,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1291,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1292,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1293,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1294,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1295,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1296,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1297,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1298,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1299,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1300,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1301,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1302,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1303,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1304,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1305,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1306,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1307,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1308,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1309,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1310,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1311,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1312,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1313,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1314,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1315,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1316,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1317,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1318,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1319,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1320,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1321,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1322,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1323,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1324,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1325,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1326,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1327,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1328,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1329,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1330,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1331,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1332,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1333,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1334,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1335,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1336,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1337,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1338,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1339,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1340,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1341,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1342,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1343,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
1344,2016-05-09,RT __USER BILB Massive gains are coming __PUNC_ELLP from 008 to 10 __HASH_TRADING __HASH_PENNYSTOCKS TRTC EXAD CBIS PPCH INCT https __PUNC_ELLP 
